constructorId,name,nationality_x,qualifyId,driverId,position,q1,q2,q3,driverRef,code,forename,surname,dob,nationality_y
3,Williams,British,5265,811,14,1:25.135,1:25.042,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5276,813,2,1:49.494,1:47.602,1:46.804,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5291,811,17,1:49.809,\N,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5312,813,14,1:32.834,1:32.512,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5316,811,18,1:33.405,\N,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5337,813,15,1:39.024,1:38.725,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5340,811,18,1:39.443,\N,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5354,813,9,1:26.048,1:25.983,1:26.713,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5358,811,13,1:26.851,1:26.331,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5373,813,4,1:41.981,1:41.907,1:41.226,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5384,811,15,1:43.298,1:42.330,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5403,813,10,1:37.537,1:37.011,1:37.842,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5404,811,11,1:37.520,1:37.604,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5423,813,6,1:16.266,1:13.698,1:13.174,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5429,811,12,1:15.333,1:14.219,\N,bruno_senna,SEN,Bruno,Senna,1983-10-15,Brazilian
3,Williams,British,5457,822,16,1:47.328,1:40.290,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5458,813,17,1:47.614,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5479,813,16,1:37.867,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5481,822,18,1:38.207,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5500,813,15,1:37.281,1:37.139,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5502,822,17,1:37.769,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5522,822,15,1:34.425,1:34.105,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5524,813,17,1:34.425,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5546,822,17,1:23.260,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5547,813,18,1:23.318,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5565,822,14,1:24.681,1:19.077,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5567,813,16,1:23.452,1:21.688,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5576,822,3,1:23.446,1:28.419,1:25.897,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5586,813,13,1:24.776,1:29.917,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5611,813,16,1:32.512,1:32.359,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5612,822,17,1:32.664,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5634,822,17,1:31.693,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5635,813,18,1:31.707,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5654,813,15,1:20.816,1:21.133,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5655,822,16,1:21.135,1:21.219,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5678,813,17,2:03.072,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5681,822,20,2:03.432,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5698,813,15,1:24.905,1:25.011,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5701,822,18,1:25.291,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5721,822,16,1:45.982,1:45.388,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5723,813,18,1:46.619,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5744,822,17,1:39.470,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5745,813,18,1:39.987,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5762,822,13,1:32.613,1:32.013,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5764,813,15,1:32.875,1:32.093,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5786,822,15,1:26.178,1:26.134,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5789,813,18,1:26.842,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5808,813,15,1:41.365,1:41.395,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5809,822,16,1:41.862,1:41.447,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5824,822,9,1:37.821,1:37.439,1:37.836,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5833,813,18,1:39.351,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5850,822,13,1:26.790,1:27.954,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5854,813,17,1:27.367,\N,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5868,13,9,1:31.228,1:44.242,1:48.079,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,5869,822,10,1:31.601,1:43.852,1:48.147,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5894,13,13,2:00.047,2:02.460,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,5896,822,15,1:59.709,2:02.756,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5907,822,4,1:34.934,1:34.842,1:34.247,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5911,13,8,1:35.085,1:34.842,1:34.511,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,5938,22,13,1:24.975,1:24.648,\N,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian
3,Williams,British,5939,813,14,1:24.798,1:24.726,\N,maldonado,MAL,Pastor,Maldonado,1985-03-09,Venezuelan
3,Williams,British,5955,13,6,1:56.850,1:56.757,1:56.147,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,5956,822,7,1:56.501,1:56.253,1:56.282,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5975,822,4,1:28.198,1:27.563,1:26.632,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,5980,13,9,1:28.061,1:27.016,1:27.402,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6006,822,13,1:18.407,1:18.082,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6009,13,16,1:18.209,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6019,822,4,1:16.772,1:15.806,1:15.550,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6020,13,5,1:16.666,1:15.773,1:15.578,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6038,13,1,1:10.292,1:09.239,1:08.759,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6039,822,2,1:10.356,1:09.096,1:08.846,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6076,822,17,1:45.318,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6077,13,18,1:45.695,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6083,822,2,1:18.215,1:17.353,1:16.759,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6084,13,3,1:18.381,1:17.370,1:17.078,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6106,822,3,1:25.690,1:23.776,1:23.354,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6109,13,6,1:26.592,1:24.030,1:24.223,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6131,822,6,2:09.250,2:08.451,2:08.049,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6134,13,9,2:08.403,2:08.833,2:09.178,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6150,822,3,1:26.012,1:24.858,1:24.697,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6151,13,4,1:25.528,1:25.046,1:24.865,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6175,13,6,1:47.615,1:46.472,1:46.000,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6177,822,8,1:47.196,1:46.622,1:46.187,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6194,822,3,1:34.301,1:33.443,1:33.128,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6195,13,4,1:34.483,1:33.551,1:33.527,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6216,822,3,1:39.125,1:38.971,1:38.920,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6231,13,18,1:43.064,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6237,822,3,1:38.249,1:37.499,1:36.906,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6238,13,4,1:37.877,1:37.347,1:37.205,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6255,13,3,1:10.602,1:10.343,1:10.247,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6256,822,4,1:10.832,1:10.421,1:10.305,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6294,13,4,1:41.475,1:41.144,1:41.119,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6293,822,3,1:42.346,1:41.376,1:41.025,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6311,13,3,1:29.246,1:27.895,1:27.718,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6314,822,6,1:29.641,1:27.796,1:28.087,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6333,13,7,1:40.543,1:41.230,1:52.473,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6335,822,9,1:40.249,1:40.650,1:53.179,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6349,13,4,1:38.433,1:37.357,1:36.954,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6350,822,5,1:38.014,1:37.763,1:37.143,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6370,822,5,1:34.161,1:33.897,1:33.381,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6371,13,6,1:34.488,1:33.551,1:33.744,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6388,822,4,1:27.262,1:26.197,1:25.694,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6393,13,9,1:27.165,1:26.147,1:26.757,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6418,13,14,1:17.679,1:17.278,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6421,822,17,1:18.434,\N,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6428,822,4,1:16.552,1:15.506,1:15.102,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6441,13,17,1:17.886,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6447,13,4,1:11.830,1:09.719,1:09.192,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6449,822,6,1:11.894,1:09.598,1:09.319,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6466,13,3,1:34.542,1:33.707,1:33.085,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6467,822,4,1:34.171,1:33.020,1:33.149,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6489,822,6,1:23.649,1:23.555,1:23.222,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6491,13,8,1:23.895,1:23.598,1:23.537,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6506,822,3,1:49.026,1:49.044,1:48.537,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6510,13,7,1:49.688,1:48.806,1:48.685,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6528,13,5,1:25.184,1:23.983,1:23.940,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6529,822,6,1:24.979,1:24.313,1:24.127,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6550,822,7,1:46.231,1:45.887,1:45.676,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6552,13,9,1:46.879,1:45.701,1:46.077,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6566,822,3,1:34.326,1:33.416,1:33.024,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6568,13,5,1:34.744,1:33.377,1:33.337,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6586,822,3,1:38.448,1:38.194,1:37.912,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6598,13,15,1:38.926,1:39.895,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6611,13,9,2:00.902,1:59.999,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6614,822,12,1:59.569,2:00.334,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6628,822,6,1:20.817,1:20.458,1:20.448,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6629,13,7,1:21.379,1:20.642,1:20.567,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6646,822,4,1:12.934,1:12.374,1:12.085,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6650,13,8,1:12.980,1:12.858,1:12.415,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6668,822,6,1:42.608,1:41.868,1:41.656,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6670,13,8,1:42.303,1:42.349,1:41.759,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6688,13,6,1:25.918,1:25.644,1:25.458,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6693,822,11,1:27.135,1:25.961,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6710,822,6,1:31.672,1:30.931,1:31.153,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6711,13,7,1:32.045,1:31.374,1:31.155,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6731,822,5,1:37.537,1:36.831,1:36.296,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6737,13,11,1:38.016,1:37.347,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6751,822,3,1:37.746,1:37.140,1:36.536,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6753,13,5,1:37.753,1:37.230,1:37.016,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6777,822,7,1:24.251,1:24.023,1:23.522,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6788,13,18,1:24.941,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6803,822,11,1:15.521,1:15.273,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6806,13,14,1:15.710,1:15.385,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6821,822,7,1:14.389,1:13.791,1:13.670,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6822,13,8,1:14.815,1:13.864,1:13.769,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6841,13,6,1:45.494,1:44.696,1:44.483,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6843,822,8,1:44.706,1:44.477,1:45.246,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6865,822,8,1:07.148,1:06.911,1:10.440,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6867,13,10,1:07.419,1:07.145,1:11.977,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6886,822,7,1:31.913,1:31.478,1:31.557,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6891,13,12,1:32.146,1:32.002,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6910,822,10,1:42.758,1:24.506,1:22.182,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6918,13,18,1:43.999,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6930,822,8,1:15.952,1:15.490,1:15.530,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6932,13,10,1:16.503,1:15.699,1:15.615,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6952,822,8,1:48.655,1:47.918,1:47.612,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6954,13,10,1:47.738,1:47.667,1:48.263,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6970,822,5,1:23.264,1:22.499,1:22.388,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6976,13,11,1:23.489,1:22.967,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,6997,822,11,1:46.086,1:44.740,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,6998,13,12,1:46.056,1:44.991,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7018,13,10,1:35.267,1:34.422,1:34.671,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7019,822,11,1:35.166,1:34.577,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7041,822,11,1:32.383,1:32.315,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7042,13,12,1:32.562,1:32.380,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7060,822,8,1:37.456,1:37.202,1:37.116,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7061,13,9,1:37.402,1:37.214,1:37.269,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7082,822,8,1:20.338,1:19.958,1:19.551,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7083,13,9,1:20.423,1:20.151,1:20.032,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7106,822,11,1:12.680,1:12.420,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7108,13,13,1:12.432,1:12.521,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7127,13,10,1:41.157,1:40.858,1:41.213,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7128,822,11,1:41.192,1:41.084,\N,bottas,BOT,Valtteri,Bottas,1989-08-28,Finnish
3,Williams,British,7146,13,7,1:25.099,1:24.597,1:24.443,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7158,840,19,1:27.143,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7165,13,6,1:34.205,1:33.759,1:33.507,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7169,840,10,1:33.986,1:34.090,1:34.220,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7187,13,8,1:31.373,1:30.677,1:30.074,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7191,840,12,1:31.748,1:31.168,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7205,13,6,1:35.828,1:35.049,1:35.110,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7211,840,12,1:36.279,1:35.964,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7228,13,9,1:22.138,1:21.222,1:21.232,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7237,840,18,1:22.411,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7254,13,15,1:13.796,1:20.529,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7257,840,18,1:14.893,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7266,13,7,1:13.435,1:13.012,1:12.858,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7276,840,17,1:14.209,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7287,840,8,1:43.613,1:42.284,1:42.753,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7288,13,9,1:43.165,1:42.735,1:42.798,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7316,13,17,1:06.534,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7317,840,18,1:06.608,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7334,13,15,1:41.874,1:31.482,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7335,840,16,1:42.573,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7356,840,17,1:19.102,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7358,814,19,1:19.868,\N,\N,resta,DIR,Paul,di Resta,1986-04-16,British
3,Williams,British,7375,13,16,1:45.823,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7377,840,18,1:46.915,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7383,840,4,1:37.653,1:37.002,1:37.032,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7388,13,9,1:38.338,1:37.456,1:38.251,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7416,13,17,1:44.014,\N,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7417,840,18,1:44.728,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7430,13,11,1:32.267,1:32.034,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7432,840,13,1:33.000,1:32.307,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7448,13,9,1:30.352,1:29.687,1:29.480,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7457,840,18,1:31.409,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7470,13,11,1:35.603,1:35.155,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7476,840,17,1:36.868,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7490,13,11,1:18.570,1:18.099,\N,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7491,840,12,1:18.902,1:19.159,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7508,13,10,1:09.789,1:09.612,1:09.841,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7516,840,18,1:10.776,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7529,13,10,1:38.629,1:38.565,1:38.550,massa,MAS,Felipe,Massa,1981-04-25,Brazilian
3,Williams,British,7534,840,15,1:39.503,1:39.646,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7553,840,14,1:24.464,1:24.230,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7558,845,19,1:24.922,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7577,845,18,1:31.414,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7579,840,20,1:31.503,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7595,845,16,1:34.062,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7597,840,18,1:34.285,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7610,840,11,1:44.359,1:43.585,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7611,845,12,1:44.261,1:43.886,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7637,845,18,1:19.695,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7638,840,19,1:20.225,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7649,845,13,1:12.706,1:12.521,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7654,840,18,1:13.323,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7674,840,17,1:13.590,\N,\N,stroll,STR,Lance,Stroll,1998-10-29,Canadian
3,Williams,British,7675,845,18,1:13.643,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
3,Williams,British,7698,845,19,1:33.636,\N,\N,sirotkin,SIR,Sergey,Sirotkin,1995-08-27,Russian
